birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,1334,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1335,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1336,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1338,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1339,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1341,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1342,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1343,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1345,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1346,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1348,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1351,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1353,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1355,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1356,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1359,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1360,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1362,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1364,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1365,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1366,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1369,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1370,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1374,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1375,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1376,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1377,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1378,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1380,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1381,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1387,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1388,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1389,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1391,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1392,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1394,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1395,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1396,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1398,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1399,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1401,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1403,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1404,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1409,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1411,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1413,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1414,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1415,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1417,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1418,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1420,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1421,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1422,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1423,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1424,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1425,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1426,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1427,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1428,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1430,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1431,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1432,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1433,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1434,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1435,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1436,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1438,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1439,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1442,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1443,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1444,Organization,,,,,,,,,,,,,,False
